Date,Open,Close,Predicted_Open,%_error
18-12-2020,1957.884573,1943.478027,1941.814194,-0.82%
21-12-2020,1929.171366,1915.063965,1913.758536,-0.80%
22-12-2020,1924.186464,1897.217896,1896.13757,-1.46%
23-12-2020,1895.273725,1914.964233,1913.660062,0.97%
24-12-2020,1912.222678,1954.694336,1952.889025,2.13%
28-12-2020,1957.086929,1982.908936,1980.747736,1.21%
29-12-2020,1977.026761,1993.27771,1990.985723,0.71%
30-12-2020,1997.165769,2011.871338,2009.344818,0.61%
31-12-2020,2010.625162,1989.588745,1987.343289,-1.16%
01-01-2021,1990.884848,1988.043457,1985.817493,-0.25%
04-01-2021,1997.963402,1959.629272,1957.761714,-2.01%
05-01-2021,1953.597555,1953.846802,1952.052181,-0.08%
06-01-2021,1967.954179,1964.464722,1962.53617,-0.28%
07-01-2021,1978.02371,1946.518921,1944.816731,-1.68%
08-01-2021,1966.059927,1964.763794,1962.83147,-0.16%
11-01-2021,1954.096048,1932.31189,1930.788902,-1.19%
12-01-2021,1923.98691,1897.716187,1896.629576,-1.42%
13-01-2021,1905.243635,1876.430664,1875.612541,-1.56%
14-01-2021,1886.300908,1886.948975,1885.998177,-0.02%
15-01-2021,1888.494179,1858.285522,1857.696275,-1.63%
18-01-2021,1864.865708,1841.386597,1841.010506,-1.28%
19-01-2021,1850.508972,1881.315918,1880.436174,1.62%
20-01-2021,1884.306894,1877.926147,1877.089161,-0.38%
21-01-2021,1894.276816,1852.203979,1851.691442,-2.25%
22-01-2021,1844.427383,1822.493652,1822.35587,-1.20%
25-01-2021,1839.44243,1788.994873,1789.279631,-2.73%
27-01-2021,1792.583895,1759.384155,1760.042412,-1.82%
28-01-2021,1725.785875,1717.6604,1718.844944,-0.40%
29-01-2021,1744.57891,1707.790039,1709.099084,-2.03%
01-02-2021,1724.788977,1796.073608,1796.269078,4.14%
02-02-2021,1824.487714,1855.693481,1855.136929,1.68%
03-02-2021,1864.367159,1846.620728,1846.178615,-0.98%
04-02-2021,1833.460555,1904.645508,1903.471493,3.82%
05-02-2021,1909.231636,1976.727661,1974.64443,3.43%
08-02-2021,1993.975665,1951.254761,1949.492835,-2.23%
09-02-2021,1954.096102,1943.278809,1941.617488,-0.64%
10-02-2021,1944.12617,1946.170044,1944.472255,0.02%
11-02-2021,1943.328635,1955.09314,1953.282798,0.51%
12-02-2021,1954.096088,1945.173096,1943.487882,-0.54%
15-02-2021,1954.09611,1979.967896,1977.843793,1.22%
16-02-2021,1993.975572,2013.566406,2011.018505,0.85%
17-02-2021,2009.030036,1983.457275,1981.289159,-1.38%
18-02-2021,1973.188405,1939.589844,1937.975055,-1.78%
19-02-2021,1936.399491,1932.910034,1931.379502,-0.26%
22-02-2021,1932.910124,1943.727417,1942.060438,0.47%
23-02-2021,1959.081002,1867.308228,1866.605171,-4.72%
24-02-2021,1883.409588,1905.442993,1904.258919,1.11%
25-02-2021,1921.195521,1889.790405,1888.803767,-1.69%
26-02-2021,1863.370174,1774.987183,1775.448629,-4.72%
01-03-2021,1805.544904,1839.841309,1839.484709,1.88%
02-03-2021,1839.442427,1839.093506,1838.746339,-0.04%
03-03-2021,1849.412363,1893.77832,1892.74138,2.34%
04-03-2021,1858.285649,1891.983765,1890.96946,1.76%
05-03-2021,1869.850678,1916.709106,1915.382926,2.44%
08-03-2021,1914.216503,1910.078979,1908.836429,-0.28%
09-03-2021,1912.023187,1972.988892,1970.95282,3.08%
10-03-2021,1977.276093,1958.03418,1956.186741,-1.07%
12-03-2021,1973.038813,1929.320923,1927.835662,-2.29%
15-03-2021,1938.144345,1912.870728,1911.592963,-1.37%
16-03-2021,1919.301097,1897.467041,1896.383573,-1.19%
17-03-2021,1897.467045,1862.722046,1862.076838,-1.87%
18-03-2021,1875.333907,1824.886353,1824.718389,-2.70%
19-03-2021,1812.972462,1828.625244,1828.41012,0.85%
22-03-2021,1827.478589,1817.15979,1817.089287,-0.57%
23-03-2021,1838.445484,1807.189941,1807.245194,-1.70%
24-03-2021,1794.577995,1777.080811,1777.515848,-0.95%
25-03-2021,1787.499478,1757.589844,1758.270733,-1.64%
26-03-2021,1779.62314,1765.71521,1766.293609,-0.75%
30-03-2021,1776.731937,1775.884521,1776.334649,-0.02%
31-03-2021,1773.441938,1747.719604,1748.524993,-1.41%
01-04-2021,1764.668403,1799.11438,1799.271495,1.96%
05-04-2021,1780.719751,1753.900757,1754.628179,-1.47%
06-04-2021,1770.65039,1762.973633,1763.586613,-0.40%
07-04-2021,1760.730388,1786.602173,1786.917112,1.49%
08-04-2021,1790.590135,1777.87854,1778.303516,-0.69%
09-04-2021,1764.668429,1793.830322,1794.054088,1.67%
12-04-2021,1751.956791,1737.251221,1738.188654,-0.79%
13-04-2021,1740.541203,1770.50061,1771.018648,1.75%
15-04-2021,1794.577992,1767.908569,1768.459302,-1.46%
16-04-2021,1768.656336,1758.786133,1759.451933,-0.52%
19-04-2021,1714.818968,1695.626953,1697.089419,-1.03%
20-04-2021,1719.803874,1692.58606,1694.086882,-1.50%
22-04-2021,1684.660215,1730.820801,1731.839345,2.80%
23-04-2021,1728.677173,1728.976196,1730.018007,0.08%
26-04-2021,1734.758654,1754.349487,1755.071249,1.17%
27-04-2021,1744.728565,1745.02771,1745.867053,0.07%
28-04-2021,1757.191025,1805.99353,1806.063874,2.78%
29-04-2021,1819.602295,1799.562866,1799.714324,-1.09%
30-04-2021,1774.63832,1743.532349,1744.390554,-1.70%
03-05-2021,1729.773968,1720.252686,1721.404532,-0.48%
04-05-2021,1745.725486,1727.430786,1728.49209,-0.99%
05-05-2021,1735.755751,1765.416138,1765.998309,1.74%
06-05-2021,1776.332963,1782.863281,1783.225381,0.39%
07-05-2021,1790.590066,1774.987183,1775.448629,-0.85%
10-05-2021,1803.550981,1803.899902,1803.996654,0.02%
11-05-2021,1771.248548,1750.162231,1750.93681,-1.15%
12-05-2021,1748.716631,1713.672485,1714.907331,-1.93%
14-05-2021,1723.692133,1701.509155,1702.897425,-1.21%
17-05-2021,1711.828118,1738.896362,1739.813044,1.63%
18-05-2021,1762.674399,1749.813232,1750.592213,-0.69%
19-05-2021,1742.684771,1725.33728,1726.424991,-0.93%
20-05-2021,1726.782925,1703.054565,1704.423342,-1.29%
21-05-2021,1710.332532,1752.355591,1753.102503,2.50%
24-05-2021,1758.33739,1751.707397,1752.462486,-0.33%
25-05-2021,1765.067131,1745.227051,1746.06388,-1.08%
26-05-2021,1754.748448,1735.40686,1736.367557,-1.05%
27-05-2021,1734.758691,1771.896484,1772.396915,2.17%
28-05-2021,1780.620356,1795.325928,1795.530829,0.84%
31-05-2021,1793.580894,1802.254639,1802.372143,0.49%
01-06-2021,1809.532816,1791.587036,1791.839098,-0.98%
02-06-2021,1787.599208,1777.729004,1778.155866,-0.53%
03-06-2021,1784.608053,1808.735107,1808.77087,1.35%
04-06-2021,1814.517681,1805.744141,1805.81763,-0.48%
07-06-2021,1819.502657,1809.433105,1809.460064,-0.55%
08-06-2021,1809.5328,1788.147461,1788.442908,-1.17%
09-06-2021,1784.508455,1777.529541,1777.958919,-0.37%
10-06-2021,1782.315113,1794.129517,1794.349508,0.68%
11-06-2021,1803.550964,1788.945068,1789.230455,-0.79%
14-06-2021,1784.508525,1762.724365,1763.34049,-1.19%
15-06-2021,1770.451061,1765.565796,1766.14608,-0.24%
16-06-2021,1765.515878,1755.296753,1756.006566,-0.54%
17-06-2021,1741.986927,1760.730347,1761.371623,1.11%
18-06-2021,1769.603295,1755.146973,1755.858675,-0.78%
21-06-2021,1734.758653,1766.712158,1767.277982,1.87%
22-06-2021,1774.638296,1751.807251,1752.56108,-1.24%
